Point_ID,Latitude,Longitude,LST (°C),Elevation,Slope,Aspect,EVI,NDVI,TVI,BSI,NDBaI,NDBSI,NMDI,OSAVI,SAVI,BUI,EBBI,NBI,NBAI,UI,MNDWI,NDWI,Year
39,22.81131,86.29305,39.5,211.0,6.8,170.0,0.42,0.2,81.5,,,,-0.02,0.38,0.75,-0.2,0.02,-0.1,-0.18,0.45,0.5,0.27,2023
40,22.88567,86.28092,32.2,188.0,2.0,199.0,0.23,0.35,64.7,,,,0.14,0.63,0.34,0.3,0.02,0.19,0.01,0.0,-0.07,-0.08,2023
41,22.76659,86.40229,33.8,240.0,5.7,313.0,0.12,0.63,75.9,,,,0.09,0.39,0.32,0.15,-0.14,-0.18,-0.01,-0.18,0.09,-0.04,2023
42,22.84727,86.31936,36.5,205.0,6.5,276.0,0.41,0.44,60.0,,,,-0.35,0.4,0.31,0.13,0.19,0.11,-0.15,-0.15,-0.23,0.2,2023
43,22.89853,86.35147,37.7,173.0,5.5,313.0,0.2,0.72,89.3,,,,-0.03,0.1,0.6,0.02,-0.01,0.06,-0.1,0.14,-0.0,-0.17,2023
44,22.73895,86.55,31.5,179.0,4.3,235.0,0.48,0.52,93.5,,,,-0.03,0.64,0.56,0.06,0.05,0.16,0.08,-0.23,0.06,0.14,2023
45,22.88495,86.36428,26.2,191.0,5.1,98.0,0.41,0.57,70.8,,,,-0.1,0.37,0.48,0.07,-0.12,0.06,0.15,-0.12,-0.33,0.08,2023
46,22.80395,86.46695,28.2,190.0,4.1,128.0,0.47,0.25,85.9,,,,-0.05,0.1,0.52,0.21,-0.2,-0.12,-0.09,0.18,0.41,-0.1,2023
47,22.78582,86.37935,27.0,177.0,7.8,208.0,0.38,0.31,89.5,,,,-0.16,0.5,0.85,0.04,0.08,0.25,-0.09,-0.13,0.31,0.45,2023
48,22.83252,86.42621,29.9,179.0,6.2,225.0,0.28,0.38,72.7,,,,0.16,0.1,0.42,0.12,0.22,0.25,-0.25,-0.01,-0.13,-0.25,2023
49,22.88816,86.34717,28.9,219.0,6.1,263.0,0.05,0.56,65.4,,,,-0.21,0.52,0.47,0.29,-0.15,0.05,-0.06,-0.08,-0.36,0.48,2023
50,22.84015,86.34968,31.8,189.0,6.9,307.0,0.19,0.3,112.6,,,,0.07,0.54,0.85,-0.2,0.03,0.22,-0.06,0.45,0.52,0.4,2023
51,22.76332,86.47102,29.5,178.0,8.9,101.0,0.46,0.34,75.7,,,,-0.08,0.59,0.65,0.23,-0.17,-0.01,-0.01,-0.03,0.6,-0.25,2023
52,22.84343,86.43137,39.7,209.0,5.7,145.0,0.32,0.75,97.6,,,,0.22,0.31,0.37,0.23,0.11,0.15,-0.04,-0.16,-0.1,0.17,2023
53,22.8501,86.42192,31.5,168.0,5.9,11.0,0.38,0.49,120.0,,,,-0.09,0.28,0.77,-0.09,-0.12,0.03,0.06,-0.13,0.03,-0.02,2023
54,22.82843,86.26353,26.7,183.0,4.8,262.0,0.52,0.1,63.0,,,,0.08,0.61,0.85,0.29,-0.02,0.0,0.16,-0.04,0.22,0.14,2023
55,22.73547,86.2714,36.5,217.0,5.1,111.0,0.06,0.35,111.7,,,,0.13,0.28,0.73,0.35,-0.16,0.25,0.12,-0.28,0.27,-0.08,2023
56,22.90436,86.39728,24.0,185.0,8.8,231.0,0.43,0.53,120.0,,,,-0.3,0.38,0.62,-0.06,-0.03,0.04,-0.19,0.03,0.05,-0.15,2023
57,22.88191,86.43403,29.5,185.0,6.5,74.0,0.51,0.36,118.8,,,,-0.35,0.36,0.63,0.21,-0.1,-0.05,-0.1,-0.19,-0.4,-0.07,2023
58,22.81928,86.44812,37.9,176.0,4.7,45.0,0.58,0.22,65.4,,,,-0.35,0.71,0.53,0.1,-0.02,0.02,-0.08,-0.14,-0.08,0.33,2023
59,22.81137,86.37477,32.4,165.0,3.5,91.0,0.45,0.57,77.0,,,,-0.08,0.39,0.67,-0.0,-0.2,0.06,-0.03,0.02,0.14,0.0,2023
60,22.84437,86.35487,37.5,190.0,7.1,121.0,0.16,0.37,60.0,,,,0.2,0.68,0.52,0.05,0.01,-0.09,0.06,-0.11,-0.09,-0.03,2023
61,22.95101,86.2933,30.5,207.0,6.2,11.0,0.59,0.45,60.0,,,,-0.35,0.47,0.85,-0.12,-0.1,0.21,-0.02,0.07,0.26,-0.17,2023
62,22.7748,86.41656,25.4,180.0,4.1,238.0,0.17,0.6,65.6,,,,0.13,0.35,0.66,0.04,-0.08,0.09,0.07,0.45,0.0,0.65,2023
63,22.76869,86.34748,36.1,190.0,2.3,48.0,0.32,0.6,86.6,,,,-0.03,0.7,0.78,0.28,-0.0,0.02,0.06,0.42,0.22,-0.45,2023
64,22.76844,86.39421,26.9,197.0,10.0,238.0,0.37,0.59,103.6,,,,-0.05,0.6,0.85,0.34,0.06,0.25,0.05,0.3,0.14,0.29,2023
65,22.79411,86.3169,34.9,161.0,5.2,232.0,0.3,0.51,120.0,,,,0.0,0.27,0.62,0.02,-0.02,0.18,0.02,-0.21,0.6,0.03,2023
66,22.8703,86.38969,30.4,178.0,2.1,74.0,0.37,0.63,120.0,,,,-0.18,0.46,0.24,0.1,-0.2,-0.11,-0.02,0.17,-0.4,0.26,2023
67,22.76345,86.40472,29.1,203.0,5.3,63.0,0.46,0.48,74.9,,,,-0.03,0.53,0.33,0.35,-0.07,0.02,-0.08,-0.3,0.39,0.46,2023
68,22.91063,86.36172,35.9,165.0,6.8,210.0,0.34,0.27,114.2,,,,-0.22,0.64,0.48,-0.2,0.3,0.25,-0.06,0.05,0.34,0.65,2023
69,22.76194,86.46239,38.5,182.0,2.9,125.0,0.3,0.18,114.4,,,,-0.17,0.75,0.45,-0.17,0.05,-0.0,0.23,-0.2,0.33,-0.1,2023
70,22.89689,86.3682,34.3,181.0,2.6,149.0,0.64,0.14,78.7,,,,-0.35,0.34,0.66,0.34,0.14,-0.2,-0.0,0.42,0.04,0.28,2023
71,22.7387,86.33191,34.3,185.0,5.8,164.0,0.4,0.44,62.1,,,,0.05,0.57,0.54,-0.08,-0.03,0.07,0.21,0.03,0.29,0.01,2023
72,22.91217,86.25623,24.0,140.0,6.6,11.0,0.46,0.48,77.1,,,,-0.28,0.71,0.5,0.04,0.3,-0.25,-0.1,0.2,0.15,0.16,2023
73,22.80576,86.3989,37.5,222.0,4.6,360.0,0.67,0.4,113.0,,,,0.21,0.74,0.62,-0.2,-0.12,0.14,-0.13,0.1,0.59,0.27,2023
74,22.81792,86.4398,29.5,194.0,3.6,225.0,0.48,0.47,82.0,,,,0.09,0.1,0.58,-0.2,0.24,-0.21,-0.24,0.26,-0.26,0.12,2023
75,22.79188,86.36751,28.3,182.0,3.4,67.0,0.27,0.39,115.4,,,,0.08,0.56,0.4,-0.2,0.14,0.11,0.1,-0.16,0.24,0.6,2023
76,22.83258,86.45678,29.9,192.0,1.2,168.0,0.16,0.43,64.5,,,,-0.3,0.12,0.5,0.26,0.08,-0.11,0.02,-0.3,-0.4,-0.33,2023
77,22.79935,86.3139,37.2,176.0,9.1,334.0,0.22,0.12,98.9,,,,-0.0,0.59,0.61,-0.11,0.17,0.16,0.05,-0.09,-0.0,0.22,2023
78,22.74773,86.44079,37.4,212.0,3.9,274.0,0.19,0.52,99.8,,,,-0.15,0.63,0.59,0.31,-0.01,0.11,-0.02,0.05,0.5,0.06,2023
79,22.79238,86.31131,30.3,201.0,7.1,101.0,0.28,0.1,87.0,,,,0.21,0.1,0.33,0.25,0.15,0.25,-0.25,0.02,0.3,0.32,2023
80,22.79488,86.41004,35.7,227.0,3.9,148.0,0.26,0.56,114.3,,,,-0.31,0.4,0.41,-0.04,0.15,0.03,-0.08,0.3,0.2,0.28,2023
81,22.84908,86.41893,38.5,210.0,3.3,267.0,0.4,0.41,69.6,,,,0.12,0.61,0.71,0.06,0.22,-0.06,-0.03,-0.03,-0.15,0.12,2023
82,22.93437,86.34436,28.1,182.0,6.4,202.0,0.58,0.58,98.6,,,,-0.22,0.31,0.46,0.34,-0.04,0.02,-0.01,-0.21,0.01,-0.16,2023
83,22.81645,86.28628,34.9,148.0,4.8,233.0,0.5,0.39,92.8,,,,0.15,0.37,0.43,-0.18,0.05,0.04,0.07,0.34,0.3,0.01,2023
84,22.8344,86.3234,29.3,240.0,6.8,360.0,0.36,0.75,111.0,,,,-0.04,0.21,0.58,-0.04,-0.08,0.13,-0.07,0.08,-0.08,0.25,2023
85,22.86564,86.29511,31.1,175.0,8.3,138.0,0.24,0.72,70.2,,,,0.17,0.34,0.84,-0.06,0.3,0.15,-0.18,-0.1,0.12,0.05,2023
86,22.76,86.45683,39.6,187.0,4.0,266.0,0.4,0.16,102.1,,,,-0.29,0.51,0.29,-0.02,0.3,0.25,0.09,0.09,-0.2,-0.0,2023
87,22.80286,86.36184,33.2,176.0,2.3,36.0,0.39,0.37,60.0,,,,0.06,0.65,0.55,0.12,-0.2,-0.11,-0.07,-0.08,0.22,0.28,2023
88,22.83349,86.25502,34.6,160.0,3.8,81.0,0.24,0.6,83.6,,,,-0.22,0.4,0.39,-0.2,0.0,-0.23,0.21,0.33,-0.05,-0.0,2023
89,22.83116,86.37422,32.1,174.0,5.0,174.0,0.23,0.66,115.0,,,,0.06,0.31,0.45,0.12,0.19,-0.07,-0.07,-0.3,-0.4,0.32,2023
90,22.82736,86.36538,30.3,159.0,4.8,179.0,0.54,0.46,71.1,,,,-0.05,0.69,0.65,-0.2,0.16,-0.11,-0.05,0.36,0.35,0.27,2023
91,22.85375,86.33118,36.4,211.0,3.3,212.0,0.33,0.28,117.1,,,,0.04,0.51,0.7,0.09,-0.15,-0.25,-0.04,-0.27,-0.12,0.43,2023
92,22.90825,86.35997,30.0,198.0,1.6,233.0,0.37,0.62,118.9,,,,0.18,0.16,0.15,0.24,0.18,0.12,0.18,0.23,0.42,-0.29,2023
93,22.88583,86.37697,26.6,198.0,2.9,66.0,0.24,0.38,93.9,,,,-0.35,0.36,0.15,0.02,0.1,-0.18,-0.05,0.29,0.16,0.45,2023
94,22.80867,86.27689,28.9,209.0,3.4,258.0,0.45,0.54,65.2,,,,0.05,0.5,0.35,-0.17,0.16,0.02,0.07,-0.17,0.08,0.25,2023
95,22.81123,86.40918,42.0,194.0,6.0,37.0,0.24,0.1,100.3,,,,-0.35,0.41,0.33,0.22,0.09,0.11,0.07,0.12,0.6,-0.13,2023
96,22.74261,86.34015,26.7,169.0,2.4,121.0,0.69,0.54,92.8,,,,-0.3,0.45,0.54,-0.08,0.06,0.24,0.04,0.01,-0.06,0.19,2023
97,22.86859,86.40988,30.0,189.0,6.5,166.0,0.53,0.27,82.4,,,,-0.2,0.45,0.23,0.05,0.17,0.12,-0.11,-0.05,-0.28,-0.45,2023
98,22.84419,86.40032,25.5,182.0,5.5,236.0,0.51,0.4,120.0,,,,-0.17,0.32,0.53,-0.11,0.24,0.18,0.06,-0.14,0.17,0.25,2023
99,22.80011,86.47336,31.4,196.0,3.9,269.0,0.54,0.22,120.0,,,,-0.01,0.22,0.48,0.01,-0.2,-0.0,-0.21,-0.3,-0.36,0.18,2023
100,22.7276,86.28105,32.9,194.0,4.8,360.0,0.17,0.32,99.1,,,,-0.06,0.27,0.15,-0.02,0.09,0.19,0.12,0.03,0.6,-0.45,2023
101,22.80996,86.2589,27.9,154.0,3.9,288.0,0.37,0.36,64.8,,,,-0.29,0.39,0.56,-0.13,-0.1,-0.25,-0.01,-0.04,-0.4,0.2,2023
102,22.80381,86.42018,24.0,212.0,6.2,262.0,0.16,0.47,61.6,,,,-0.04,0.47,0.73,0.24,0.16,0.13,0.07,-0.3,0.11,-0.12,2023
103,22.81786,86.36691,24.4,161.0,5.4,293.0,0.24,0.47,95.7,,,,-0.23,0.3,0.28,-0.2,0.04,-0.18,0.05,0.07,0.23,-0.09,2023
104,22.81835,86.32513,31.5,175.0,9.3,295.0,0.39,0.32,60.0,,,,0.15,0.75,0.74,0.12,-0.08,0.18,-0.01,0.11,0.19,0.32,2023
105,22.86366,86.31281,30.3,207.0,5.7,155.0,0.17,0.33,96.9,,,,-0.32,0.52,0.3,0.19,-0.01,-0.25,0.07,0.04,-0.1,0.1,2023
106,22.77677,86.36153,34.5,188.0,8.2,145.0,0.41,0.4,75.7,,,,0.05,0.1,0.61,-0.2,0.21,-0.25,-0.02,0.03,0.37,0.4,2023
107,22.82251,86.44454,25.1,240.0,4.7,125.0,0.48,0.61,82.1,,,,-0.12,0.5,0.64,0.08,-0.09,0.14,-0.0,0.1,0.17,-0.01,2023
108,22.733,86.54537,28.5,169.0,6.5,95.0,0.38,0.19,60.2,,,,-0.05,0.28,0.28,-0.13,-0.06,-0.25,-0.0,-0.14,0.08,0.2,2023
109,22.7121,86.28495,32.2,174.0,8.4,280.0,0.56,0.5,109.8,,,,-0.19,0.17,0.4,0.15,-0.1,-0.04,-0.19,-0.3,-0.34,0.13,2023
110,22.74162,86.35463,29.8,236.0,7.3,8.0,0.23,0.72,99.3,,,,-0.33,0.36,0.48,-0.19,0.19,0.19,0.0,-0.03,0.6,0.07,2023
111,22.8066,86.37179,38.6,200.0,7.9,170.0,0.48,0.1,92.6,,,,0.15,0.2,0.85,-0.03,-0.1,-0.06,-0.07,-0.3,0.37,0.35,2023
112,22.84304,86.39298,35.7,169.0,3.1,266.0,0.06,0.75,86.0,,,,-0.04,0.4,0.67,-0.16,-0.07,0.04,-0.19,-0.02,-0.4,0.33,2023
113,22.9291,86.37854,29.4,214.0,2.0,194.0,0.46,0.45,117.1,,,,-0.12,0.69,0.59,0.19,0.29,-0.18,-0.03,-0.2,-0.09,0.15,2023
114,22.79649,86.36094,29.7,240.0,6.1,122.0,0.23,0.75,120.0,,,,-0.06,0.48,0.52,0.23,0.22,0.19,-0.16,0.19,-0.03,0.4,2023
115,22.79855,86.2868,36.6,163.0,6.8,123.0,0.29,0.23,120.0,,,,-0.24,0.53,0.22,0.05,-0.17,0.25,-0.05,0.13,0.17,0.01,2023
116,22.91074,86.35346,33.3,182.0,8.8,219.0,0.55,0.75,60.0,,,,-0.19,0.65,0.6,-0.05,0.02,0.05,-0.05,0.31,0.36,-0.24,2023
117,22.93571,86.43502,31.4,223.0,5.6,44.0,0.24,0.44,60.0,,,,-0.01,0.73,0.55,0.28,0.09,0.03,-0.02,-0.08,-0.07,-0.33,2023
118,22.74848,86.38625,24.0,187.0,3.2,101.0,0.28,0.2,84.9,,,,0.4,0.32,0.46,0.18,0.03,0.22,0.05,-0.16,0.05,0.25,2023
119,22.84452,86.40254,27.1,195.0,9.9,118.0,0.34,0.75,105.3,,,,-0.07,0.46,0.47,-0.03,-0.2,-0.25,0.21,0.4,0.56,0.21,2023
120,22.72789,86.37363,33.8,182.0,10.0,247.0,0.48,0.42,100.1,,,,-0.31,0.45,0.73,-0.08,-0.1,-0.25,0.04,0.0,0.55,0.41,2023
121,22.72637,86.43832,31.6,197.0,5.4,247.0,0.48,0.36,84.8,,,,0.3,0.41,0.85,0.06,0.03,0.11,0.08,-0.09,0.46,0.24,2023
122,22.7414,86.53054,32.0,200.0,8.2,216.0,0.53,0.17,120.0,,,,0.05,0.75,0.48,0.14,0.11,0.08,-0.03,0.13,0.32,0.65,2023
123,22.82822,86.40805,31.1,204.0,4.2,222.0,0.42,0.49,108.9,,,,-0.33,0.51,0.7,0.05,-0.15,-0.07,-0.02,-0.3,-0.16,0.05,2023
124,22.82783,86.44981,38.4,197.0,9.5,209.0,0.28,0.34,117.9,,,,0.37,0.33,0.47,0.05,-0.2,0.02,0.25,-0.27,0.03,-0.0,2023
125,22.8739,86.25911,24.0,216.0,3.7,216.0,0.38,0.61,64.9,,,,-0.14,0.51,0.25,-0.2,-0.15,-0.24,-0.16,-0.18,-0.09,0.3,2023
126,22.79166,86.35428,34.5,213.0,6.0,144.0,0.28,0.23,82.5,,,,-0.03,0.26,0.82,-0.17,-0.11,-0.17,-0.05,-0.3,0.35,0.09,2023
127,22.80091,86.38172,29.1,147.0,7.1,200.0,0.25,0.48,112.5,,,,0.03,0.61,0.39,0.22,-0.2,0.18,-0.07,0.19,0.22,0.12,2023
128,22.76251,86.36468,29.1,151.0,4.8,154.0,0.45,0.41,103.1,,,,0.29,0.34,0.41,-0.2,-0.15,0.02,0.0,-0.26,-0.05,0.65,2023
129,22.86134,86.455,37.4,215.0,3.4,83.0,0.52,0.57,81.2,,,,-0.27,0.29,0.79,0.16,-0.2,-0.11,0.18,-0.12,0.05,-0.03,2023
130,22.8214,86.34485,28.1,173.0,5.9,132.0,0.11,0.46,60.0,,,,0.04,0.69,0.15,0.2,-0.08,0.07,-0.11,-0.1,0.01,-0.08,2023
131,22.82999,86.32645,31.4,192.0,5.0,169.0,0.64,0.38,104.0,,,,-0.24,0.4,0.54,-0.01,0.14,-0.25,0.24,-0.13,-0.4,-0.41,2023
132,22.77745,86.32377,27.6,180.0,7.5,152.0,0.59,0.29,87.2,,,,0.15,0.45,0.33,-0.0,-0.2,-0.11,-0.25,-0.09,-0.19,0.29,2023
133,22.80461,86.34704,32.1,161.0,5.1,7.0,0.28,0.34,94.0,,,,0.06,0.1,0.4,-0.05,-0.03,-0.08,0.04,-0.07,-0.0,-0.31,2023
134,22.80963,86.41389,32.8,148.0,6.1,207.0,0.36,0.4,105.2,,,,-0.06,0.52,0.48,-0.2,0.05,-0.1,-0.0,-0.01,-0.13,0.45,2023
135,22.83674,86.33281,33.0,207.0,7.2,225.0,0.34,0.38,105.3,,,,-0.35,0.43,0.66,0.29,0.2,-0.21,0.24,0.11,0.08,0.22,2023
136,22.83246,86.33268,26.9,240.0,4.1,98.0,0.41,0.57,61.2,,,,-0.05,0.39,0.27,0.16,0.03,-0.15,-0.13,0.07,0.04,0.58,2023
137,22.77785,86.35363,27.4,184.0,5.7,18.0,0.19,0.75,101.2,,,,-0.25,0.64,0.15,0.23,0.08,-0.19,0.02,-0.12,0.6,0.15,2023
138,22.83382,86.27833,29.1,185.0,2.1,112.0,0.42,0.67,60.0,,,,0.19,0.52,0.68,-0.07,-0.11,-0.05,-0.04,0.34,0.25,0.31,2023
139,22.83733,86.33813,36.1,200.0,6.1,215.0,0.47,0.38,96.8,,,,-0.35,0.59,0.25,0.03,0.3,-0.04,0.11,0.45,0.07,0.32,2023
140,22.77575,86.37125,33.5,211.0,8.5,83.0,0.46,0.39,70.8,,,,0.05,0.54,0.32,0.05,0.15,-0.12,0.2,-0.24,0.16,-0.03,2023
141,22.82987,86.32574,32.1,154.0,7.3,204.0,0.63,0.47,94.0,,,,-0.09,0.19,0.3,0.04,0.03,0.04,-0.16,-0.22,0.09,0.01,2023
142,22.8119,86.25844,28.3,216.0,2.7,88.0,0.59,0.43,104.4,,,,-0.05,0.36,0.79,0.12,0.3,0.25,0.14,-0.17,0.6,0.2,2023
143,22.82109,86.34671,28.1,240.0,5.9,161.0,0.49,0.65,88.8,,,,0.23,0.24,0.68,0.12,-0.06,-0.21,0.05,0.05,-0.3,0.12,2023
144,22.86471,86.3553,30.2,167.0,9.6,272.0,0.09,0.1,98.0,,,,-0.06,0.55,0.49,0.35,-0.04,0.25,0.01,-0.3,-0.02,0.25,2023
145,22.77108,86.39462,39.9,220.0,9.3,76.0,0.48,0.12,101.8,,,,0.14,0.33,0.43,0.01,0.24,-0.22,-0.13,-0.01,0.17,0.24,2023
146,22.7972,86.34024,32.9,179.0,4.7,313.0,0.33,0.32,70.4,,,,0.13,0.37,0.74,-0.16,0.28,-0.07,-0.19,0.29,0.19,0.35,2023
147,22.78879,86.29214,35.1,222.0,5.7,98.0,0.44,0.6,98.7,,,,-0.12,0.5,0.36,-0.04,0.1,0.1,0.15,-0.2,0.15,0.65,2023
148,22.78684,86.40104,26.8,197.0,6.3,80.0,0.33,0.75,71.2,,,,0.01,0.38,0.36,0.18,0.07,-0.2,-0.07,0.05,0.12,-0.36,2023
149,22.7765,86.26894,24.0,210.0,3.0,270.0,0.18,0.75,94.4,,,,-0.03,0.35,0.22,-0.11,0.1,-0.25,0.14,-0.19,0.02,-0.04,2023
150,22.78254,86.38767,32.7,203.0,3.3,360.0,0.55,0.56,119.3,,,,0.18,0.75,0.54,0.02,0.06,0.23,0.02,0.0,0.21,-0.16,2023
151,22.85224,86.42502,34.2,222.0,7.2,264.0,0.29,0.75,76.9,,,,0.08,0.75,0.64,0.27,0.12,-0.1,-0.02,0.35,0.6,0.21,2023
152,22.78972,86.55,39.5,179.0,4.3,360.0,0.3,0.49,66.0,,,,0.34,0.18,0.15,0.35,-0.2,-0.22,-0.18,0.42,-0.15,-0.32,2023
153,22.75299,86.36056,32.9,167.0,4.7,231.0,0.22,0.11,105.0,,,,-0.01,0.34,0.51,-0.02,0.14,-0.03,0.05,-0.12,-0.2,-0.43,2023
154,22.85092,86.4045,28.5,146.0,4.2,249.0,0.5,0.26,72.6,,,,-0.14,0.26,0.53,0.13,-0.2,0.12,0.13,-0.29,0.13,-0.45,2023
155,22.79764,86.38753,25.1,191.0,6.2,187.0,0.51,0.32,71.2,,,,0.4,0.5,0.51,0.04,-0.02,-0.17,-0.23,-0.15,-0.16,0.08,2023
156,22.82658,86.43651,31.2,159.0,4.5,216.0,0.65,0.22,72.2,,,,-0.1,0.62,0.85,-0.09,0.06,-0.13,-0.18,-0.17,0.28,0.02,2023
157,22.74285,86.33003,25.0,181.0,7.4,148.0,0.35,0.4,89.0,,,,-0.12,0.39,0.61,-0.18,0.09,0.11,-0.06,-0.18,-0.4,-0.05,2023
158,22.8708,86.29565,28.5,203.0,4.6,139.0,0.42,0.51,97.1,,,,0.01,0.41,0.24,0.35,0.16,0.12,-0.19,-0.25,0.11,-0.45,2023
159,22.86725,86.3339,24.0,209.0,4.7,278.0,0.24,0.44,75.0,,,,-0.26,0.31,0.82,0.1,-0.2,-0.04,-0.19,0.06,0.54,0.31,2023
160,22.72312,86.48592,36.4,225.0,7.1,353.0,0.27,0.47,92.3,,,,0.17,0.44,0.52,-0.15,0.3,-0.1,0.02,-0.21,0.19,0.65,2023
161,22.76312,86.41368,27.5,187.0,6.5,172.0,0.48,0.55,95.1,,,,-0.12,0.75,0.21,-0.0,0.22,0.12,-0.18,0.37,-0.09,0.23,2023
162,22.83504,86.52397,28.7,187.0,3.1,78.0,0.48,0.75,95.1,,,,0.13,0.29,0.46,-0.2,0.0,-0.04,-0.13,-0.05,0.23,0.21,2023
163,22.8059,86.46851,28.4,205.0,3.5,92.0,0.36,0.7,69.8,,,,0.08,0.34,0.32,0.03,0.0,-0.03,-0.05,0.06,0.09,0.54,2023
164,22.88446,86.33234,31.0,165.0,9.0,71.0,0.21,0.74,79.1,,,,0.16,0.72,0.63,-0.01,-0.14,0.11,0.09,0.13,0.6,0.36,2023
165,22.90929,86.43811,29.8,193.0,5.3,35.0,0.48,0.51,79.1,,,,0.07,0.44,0.55,-0.16,-0.2,0.25,-0.05,0.26,-0.12,-0.39,2023
166,22.844,86.41858,26.8,199.0,2.4,89.0,0.26,0.19,120.0,,,,0.15,0.25,0.48,0.06,-0.02,0.05,0.0,0.35,0.49,0.07,2023
167,22.85888,86.33874,26.1,167.0,7.3,211.0,0.19,0.25,61.9,,,,0.16,0.28,0.51,0.18,0.05,-0.25,0.17,0.17,0.03,0.37,2023
168,22.76129,86.33096,27.0,182.0,7.7,165.0,0.49,0.36,71.9,,,,-0.0,0.36,0.46,-0.02,-0.05,-0.25,0.01,-0.26,-0.09,0.58,2023
169,22.82173,86.35076,24.6,221.0,8.1,74.0,0.65,0.25,69.9,,,,0.24,0.24,0.61,0.06,0.17,0.2,-0.09,0.0,0.14,0.52,2023
170,22.81741,86.3805,37.7,153.0,1.1,106.0,0.21,0.45,78.0,,,,-0.02,0.41,0.43,0.12,-0.05,-0.25,-0.01,-0.07,0.07,-0.01,2023
171,22.80864,86.20702,24.0,202.0,6.6,194.0,0.31,0.53,77.1,,,,0.07,0.65,0.6,0.05,-0.2,0.19,0.25,0.3,0.29,0.35,2023
172,22.83696,86.44565,26.1,186.0,3.1,158.0,0.37,0.51,91.1,,,,-0.06,0.37,0.34,0.22,-0.2,-0.1,0.03,-0.03,0.14,-0.08,2023
173,22.81269,86.30419,40.6,156.0,8.8,178.0,0.39,0.52,70.5,,,,0.01,0.37,0.79,0.21,-0.1,0.06,0.21,0.28,-0.1,0.38,2023
174,22.88418,86.36686,31.3,181.0,7.2,150.0,0.29,0.45,120.0,,,,0.06,0.58,0.38,-0.18,-0.02,-0.25,-0.1,-0.28,0.04,0.35,2023
175,22.85633,86.25256,38.3,215.0,4.5,146.0,0.55,0.37,108.9,,,,0.16,0.73,0.35,0.07,-0.15,-0.25,0.17,-0.13,0.6,-0.27,2023
176,22.74979,86.32686,26.6,173.0,6.2,159.0,0.19,0.52,84.2,,,,0.12,0.5,0.74,-0.09,-0.2,0.09,0.16,0.21,-0.09,0.03,2023
177,22.79728,86.31992,34.7,167.0,6.8,198.0,0.27,0.16,60.0,,,,-0.32,0.7,0.66,0.35,-0.15,-0.17,0.05,0.05,0.48,0.33,2023
178,22.82613,86.30109,37.0,206.0,4.5,167.0,0.46,0.42,95.3,,,,0.04,0.12,0.62,-0.09,-0.02,0.01,-0.25,0.18,0.48,0.35,2023
179,22.7954,86.50522,39.1,180.0,2.3,262.0,0.4,0.1,106.2,,,,0.11,0.75,0.62,-0.1,-0.05,0.22,0.07,-0.06,0.04,0.2,2023
180,22.84677,86.33539,31.1,192.0,5.1,206.0,0.05,0.41,102.5,,,,-0.19,0.35,0.61,-0.2,0.08,0.08,-0.04,-0.26,-0.15,0.09,2023
181,22.71842,86.4155,36.2,179.0,2.8,23.0,0.43,0.62,92.5,,,,0.01,0.56,0.62,0.25,-0.13,-0.25,0.04,-0.02,-0.13,-0.45,2023
182,22.78228,86.37335,32.8,172.0,6.1,317.0,0.38,0.26,102.6,,,,-0.35,0.46,0.81,0.2,-0.17,0.16,-0.07,-0.06,0.33,-0.04,2023
183,22.83841,86.39511,30.0,153.0,5.3,126.0,0.28,0.67,98.0,,,,0.04,0.1,0.85,-0.01,0.12,0.06,-0.06,-0.26,-0.4,-0.09,2023
184,22.76759,86.25073,30.8,184.0,8.7,240.0,0.07,0.23,77.2,,,,-0.11,0.57,0.25,0.03,-0.09,0.19,-0.08,0.45,0.09,-0.29,2023
185,22.86748,86.29598,28.4,194.0,6.8,129.0,0.18,0.57,73.6,,,,-0.32,0.67,0.35,-0.15,-0.05,0.0,-0.25,-0.21,0.27,-0.29,2023
186,22.76589,86.3449,27.9,213.0,7.8,142.0,0.32,0.5,117.0,,,,-0.17,0.75,0.5,0.25,-0.2,-0.04,-0.23,-0.3,0.08,-0.32,2023
187,22.79149,86.46347,31.1,172.0,3.5,131.0,0.18,0.41,87.1,,,,-0.24,0.63,0.41,0.01,-0.2,0.09,-0.19,-0.17,0.13,0.44,2023
188,22.79237,86.34916,37.2,184.0,4.7,187.0,0.31,0.49,92.3,,,,0.08,0.36,0.3,-0.2,-0.07,-0.09,-0.19,-0.0,0.6,0.55,2023
189,22.75574,86.36025,33.9,208.0,5.7,151.0,0.12,0.61,120.0,,,,-0.17,0.48,0.45,-0.07,0.11,0.12,-0.1,0.36,-0.26,0.56,2023
190,22.75063,86.27746,37.2,218.0,3.6,360.0,0.35,0.32,92.6,,,,-0.19,0.34,0.23,0.09,0.3,-0.25,0.07,-0.24,0.6,0.15,2023
191,22.74425,86.47151,36.0,188.0,2.0,150.0,0.43,0.67,77.3,,,,0.19,0.5,0.27,0.22,-0.11,0.25,0.22,0.21,0.45,0.18,2023
192,22.82674,86.2773,31.7,182.0,3.6,124.0,0.27,0.27,90.7,,,,0.02,0.63,0.25,-0.2,0.24,-0.1,-0.12,0.45,0.18,0.05,2023
